Imagen,Area,N4,N8,Contorno_Perimetro,m00,centroid,eta_00,eta_10,eta_01,eta_11,eta_02,eta_20,eta_21,eta_12,eta_03,eta_30,mass_h1,mass_h2,mass_h3,mass_h4,mass_h5,mass_h6,mass_h7,translated_m00,translated_centroid,translated_eta_00,translated_eta_10,translated_eta_01,translated_eta_11,translated_eta_02,translated_eta_20,translated_eta_21,translated_eta_12,translated_eta_03,translated_eta_30,rotated_mass_h1_225,rotated_mass_h2_225,rotated_mass_h3_225,rotated_mass_h4_225,rotated_mass_h5_225,rotated_mass_h6_225,rotated_mass_h7_225,rotated_mass_h1_180,rotated_mass_h2_180,rotated_mass_h3_180,rotated_mass_h4_180,rotated_mass_h5_180,rotated_mass_h6_180,rotated_mass_h7_180,rotated_mass_h1_45,rotated_mass_h2_45,rotated_mass_h3_45,rotated_mass_h4_45,rotated_mass_h5_45,rotated_mass_h6_45,rotated_mass_h7_45,h1,h2,h3,h4,h5,h6,h7,rotated_outline_h1_225,rotated_outline_h2_225,rotated_outline_h3_225,rotated_outline_h4_225,rotated_outline_h5_225,rotated_outline_h6_225,rotated_outline_h7_225,rotated_outline_h1_180,rotated_outline_h2_180,rotated_outline_h3_180,rotated_outline_h4_180,rotated_outline_h5_180,rotated_outline_h6_180,rotated_outline_h7_180,rotated_outline_h1_45,rotated_outline_h2_45,rotated_outline_h3_45,rotated_outline_h4_45,rotated_outline_h5_45,rotated_outline_h6_45,rotated_outline_h7_45,escalated_h1,escalated_h2,escalated_h3,escalated_h4,escalated_h5,escalated_h6,escalated_h7
hammer-4.gif,7790,1,1,611,7790,"(np.float64(71.27124518613607), np.float64(104.61694480102696))",1.0,1.5873592715167226e-17,-8.465916114755853e-17,0.006728556502204527,0.5227470616403022,0.046860872270029455,-0.02386976696445497,-0.006470562720824887,0.2367010899701273,0.0027766953657118562,0.5696079339103316,0.2266487591237725,0.09554762147799324,0.04531081670838199,0.0029807654144888614,0.021528646118612545,5.8971731758080374e-05,7790,"(np.float64(171.27124518613607), np.float64(114.61694480102696))",1.0,1.5873592715167226e-17,-4.2329580573779265e-17,0.006728556502204527,0.5227470616403022,0.04686087227002946,-0.023869766964454957,-0.006470562720824887,0.2367010899701273,0.002776695365711855,0.5701531415582327,0.2275663473406666,0.09503786073791314,0.04508196447423913,0.002950438451327612,0.02145413269372684,5.1447558602722926e-05,0.46166050686203985,0.1222216582927102,0.06365952582850018,0.02506922245361973,0.0010008098904165331,0.008735877889616819,3.667501925973632e-05,0.45428300220116613,0.11605758341590657,0.062465849214068045,0.02459073641747347,0.0009625903570469075,0.008358137318914187,4.7903635552784356e-05,8.516979882751066,43.9327918478142,187.19154263815804,40.18420075465106,3481.1177060619398,262.39919682458924,-168.37320145027877,11.725913235901153,81.66738551238635,537.5594888242871,130.22333214030317,34401.139886655496,1157.1117860110855,-1917.547309752219,6.908463298451224,19.712032787299915,137.81140559530226,18.983466636928636,968.6291931777056,81.567855533377,-67.38296064961693,8.923783538088877,27.95198108610556,393.8267165591904,76.30949240748237,13209.245669046943,398.7158992541479,-719.0029556661657,0.5695009423121359,0.2268438673489478,0.09521345850998217,0.04525093469453743,0.0029695514733920642,0.02151205329227165,6.361939806848879e-05
device9-5.gif,115771,1,1,2587,115771,"(np.float64(277.94065871418576), np.float64(279.660545387014))",1.0,7.1732429526079e-17,1.5515642685718912e-17,-2.2251491046155795e-05,0.08971422230023779,0.08752502407137658,-0.00010092036115532939,2.9211750523659163e-05,-0.00012258226174376952,-9.877907620166154e-05,0.17723924637161437,4.794569400664172e-06,6.721470939613195e-08,5.479303524476606e-08,-3.3076443251279637e-15,9.737916473040734e-11,-3.414201761178675e-16,113768,"(np.float64(374.64963785950357), np.float64(289.670276351874))",1.0,-1.1851775597866563e-16,-9.518394320774347e-17,-6.652069439705496e-06,0.09267746277359397,0.0851281478251006,-9.901086853753038e-05,0.0008122910720548392,-0.00013475917336775058,-0.0006128567129697099,0.17704488311836453,5.408755297053239e-06,4.812069933893244e-08,5.4662621894863276e-08,-2.799947346818971e-15,1.092085523083817e-10,1.4123265886854434e-16,0.17723924637161437,4.794569400664233e-06,6.72147093961337e-08,5.479303524476623e-08,-3.307644325128018e-15,9.737916473040826e-11,-3.4142017611791086e-16,0.17704316585508834,5.25703928437235e-06,7.750784374503484e-08,5.097030221203385e-08,-3.1978595885447153e-15,9.607052402869613e-11,-1.929674952448854e-16,9.375943070776659,0.03226591244239567,0.35268369523916243,0.33048215928916264,-0.030311572797071987,0.04847445890179255,0.10867952412717452,12.266357235622534,0.05915723613152223,0.49770627169378023,0.44105354256154855,0.04285756561483837,0.08789073674319767,0.2021512184984337,9.375943070776659,0.03226591244239567,0.35268369523916165,0.3304821592891651,-0.03031157279707205,0.048474458901792986,0.10867952412717566,12.260260490856549,0.058466898787818924,0.3932646217115302,0.44336699113335587,0.0006854146280018368,0.08494995567228915,0.1851332809759883,0.1769823051619161,5.435066768387208e-06,6.573941471900124e-08,5.217429682502848e-08,-3.023746972207207e-15,9.9103520612316e-11,-4.401164135055245e-16
spoon-10.gif,6156,1,1,508,6156,"(np.float64(109.67560103963612), np.float64(115.75860948667966))",1.0,-9.885794084432318e-17,3.0128134352555637e-17,0.01778161200451936,0.016887946467890883,0.7757816263629326,-0.009459448914735099,-0.004705626107104484,-0.0010348746134445682,0.28041569669354294,0.7926695728308235,0.577184360286555,0.08749710321304771,0.07612617384909295,0.006211505532234601,0.057398720430717455,0.0001339538194750291,4365,"(np.float64(171.9365406643757), np.float64(125.06827033218786))",1.0,6.30744971751261e-17,-1.1353409491522698e-16,0.026720668594530116,0.028003745058435413,0.3556757148337896,0.027165909368647188,-0.0018262691129000504,-0.0018778229528215635,0.07681102226969105,0.7929129233091633,0.5772482280683107,0.08546596308807033,0.07429454591223099,0.005918694068078776,0.055988624942364326,0.00013084703574670498,0.6594749579409199,0.3897748859255982,0.05791464303780226,0.047539923131953446,0.002494313453839845,0.02967948805499971,2.974377938789682e-05,0.7900867116748718,0.5728675172030265,0.08792733708779242,0.07640107142535374,0.006260480566869393,0.05738972480596714,0.00013666987035670843,10.802272145882874,100.90209577671425,11.018555473643529,1.1561404730837144,-2.459727989877838,-11.29098522824887,-3.3132246087517894,13.478461556288151,158.44660038244913,27.388542467137793,4.234706849015878,14.714190041362,14.575614465873288,43.166838497150124,9.49079084502376,73.94366419393532,4.932272234213478,0.04182811590756809,0.010238859861797081,0.04165041155144021,0.016003744014112812,13.53781747053654,159.80281469258819,26.885749445127352,4.014812638793135,13.043206561705123,14.344126622002005,39.620065002886996,0.7939048223430024,0.5789204133229104,0.08957079058178449,0.07801047333199218,0.006519484504514348,0.058921195853717176,0.0001394424339298682
chopper-17.gif,14049,2,2,772,14049,"(np.float64(173.14812442166703), np.float64(160.4899281087622))",1.0,-1.0486565730775664e-16,-1.0923505969557984e-16,-0.03033254317713843,0.04780639625514248,0.19678876569752585,-0.004414897349855042,-0.0033743053027889833,-9.811719849484209e-05,0.03989011453735218,0.24459516195266834,0.02587599910703867,0.002674135644679222,0.0013537716243686288,2.559689976210767e-06,0.00021561414000592028,2.875103852263308e-07,12768,"(np.float64(262.54777568922304), np.float64(172.062734962406))",1.0,1.1599350864337137e-16,1.0086392055945336e-17,-0.021805698654967003,0.05529841666656307,0.1392530539765619,0.0018957339125194115,-0.00085407075712457,-0.0019929793946016866,0.0015604757897127442,0.2439841437177893,0.025715565832998815,0.002617502269517035,0.001326050593042372,2.4552283610475805e-06,0.00021062529219023472,2.7420918481081056e-07,0.2445951619526683,0.02587599910703866,0.002674135644679222,0.0013537716243686288,2.559689976210767e-06,0.00021561414000592025,2.875103852263308e-07,0.24464255531276807,0.025850784276428163,0.002676647445476936,0.0013546191947296942,2.5629587702210654e-06,0.00021563329713538828,2.909128640432869e-07,7.7252229934329355,20.00045383264901,73.2696175338001,2.1107098045204986,-12.571847819126553,-5.016548195298729,-23.041988415182857,8.958367052177007,26.810782578842133,117.22791245310765,5.138645423936822,-19.126424176656144,-6.919913608308383,-124.66260947079431,7.7252229934329355,20.00045383264901,73.26961753380009,2.110709804520496,-12.571847819126562,-5.016548195298733,-23.04198841518279,8.977652855993323,27.16698487359098,117.78339282586757,5.12945065943674,-28.54437640527832,-8.326427509147335,-122.80692082921524,0.244458460865376,0.02581160387388435,0.002671846271360076,0.0013440172077428254,2.530693196051618e-06,0.00021373849945521,2.8692146729777105e-07
classic-18.gif,36199,1,1,957,36199,"(np.float64(249.81767452139562), np.float64(171.23749274841848))",1.0,-2.046854686697071e-18,-8.689228282881759e-17,-0.029031197443243596,0.03168514182062858,0.2677776513888649,0.012225020199246083,0.0010623774716096272,-0.0010984888410891325,-0.027141010488306482,0.2994627932094935,0.05911091477418212,0.002346637289160536,0.0008038948000836014,1.0496297783758458e-06,0.0001650324950797219,3.426213419866049e-07,31792,"(np.float64(330.1916205334675), np.float64(181.7705397584298))",1.0,-3.208879394356485e-17,-5.262562206744635e-17,-0.034929982266986,0.03586238239439454,0.24712748041373547,0.01034423802541336,0.001549532855502247,-0.001476434714352686,-0.02524649449109441,0.29259317733506884,0.05483409855924247,0.002664017740285035,0.000867504501707887,1.2326057259232767e-06,0.00016312471432160328,4.689289140528243e-07,0.2994627932094934,0.0591109147741821,0.0023466372891605375,0.0008038948000836017,1.0496297783758468e-06,0.00016503249507972197,3.4262134198660505e-07,0.29717157800008037,0.059694000670476546,0.0013046354093406759,0.0006130835907767141,5.442009014588627e-07,0.0001426138385451838,6.698059846594603e-08,17.331660954138776,155.77689728567196,168.77748307949022,7.334687742518355,-246.59952664077096,-88.94441278550161,-76.06838094793792,21.175148842056757,203.46772256055468,1056.175580894189,215.4799678924024,101149.01716501891,2422.5370267791577,18330.328310406447,17.331660954138773,155.77689728567188,168.77748307949096,7.334687742518393,-246.59952664077684,-88.9444127855014,-76.06838094792788,21.47375637026239,244.42211906777288,133.03304347814662,431.67166818466,100811.97513343507,6745.687777162506,-23191.424577592974,0.2992126570163408,0.05897150687575831,0.0023390782735951774,0.0008013628472988159,1.043415827386541e-06,0.00016454778787323816,3.3914968441451647e-07
device4-15.gif,66890,5,2,1289,66890,"(np.float64(268.01457616983106), np.float64(336.62092988488564))",1.0,-2.594451380511889e-17,-5.922288713569692e-17,-0.0003598731526939916,0.09860460169558333,0.0938650094142094,0.0166379035898314,4.122481826038221e-05,-0.017401503021653372,-0.00019106436428799393,0.19246961110979272,2.2981769737778937e-05,0.004531437068272134,6.055359818325973e-07,2.642796325319952e-11,2.49246507009323e-09,1.7541286699704093e-11,66875,"(np.float64(367.97160373831775), np.float64(346.59534953271026))",1.0,1.2884588867314267e-17,3.029193137784905e-17,-0.00043333817660648987,0.09860520186649348,0.09378397757300005,0.0166020665716961,2.5221844294165534e-05,-0.017401246361158442,-0.0002356415163283085,0.192459009082515,2.286947775797921e-05,0.004529101555074205,5.848505002048572e-07,2.4585538256345552e-11,2.372033073082852e-09,1.7366341468715016e-11,0.1922971833138069,1.9765189141418437e-05,0.004501652741684624,4.038477238888555e-07,1.2933906076802106e-11,1.4404141648479136e-09,1.1367243193218727e-11,0.192476250063644,2.270411818415681e-05,0.004532073075543999,6.123141392218037e-07,2.6111695453835067e-11,2.4536765785002022e-09,1.893742049393133e-11,19.811134941151522,0.39443407821396714,3879.3104803051683,4.905985663830954,-598.65708346321,-2.4462968313780027,315.7234447671054,19.313466005616394,0.22250432475285717,3625.0634845276536,0.13244070966433788,1.5024914298371994,0.04922261788077606,2.482707879465384,19.811349673637302,0.03333598256754515,3753.9881331278225,5.233628476616781,-661.35917911205,-0.872237270581756,317.41428903625047,19.434807608954422,0.3354780790049363,3666.109737674807,0.2918098634073425,-4.604957798096593,0.11518335824209434,8.360121633511863,0.19244896389111904,2.290220063234292e-05,0.004527347496193403,5.858928567872138e-07,2.585245208301477e-11,2.451591404116154e-09,1.556243826850513e-11
car-08.gif,10917,1,1,468,10917,"(np.float64(193.99972519923057), np.float64(151.7034899697719))",1.0,-1.0604662440646915e-16,7.335555973981325e-17,-0.014311463052856493,0.03691102855452061,0.19928370394330253,0.006029815006029009,0.000846784891842994,-0.001598627834596026,-0.009831527998412358,0.23619473249782313,0.027184157611763852,0.0005406836935503254,0.00010036102843931795,2.1840253417522157e-08,1.2198511020380482e-05,8.340519013569316e-09,9500,"(np.float64(283.408), np.float64(161.54915789473685))",1.0,-1.5126396716283769e-16,-8.643655266447868e-17,-0.019763451922437673,0.04538118607493803,0.1710203500498615,0.004371473912581645,0.0037254151256880612,-0.0022873702818946295,-0.01714608533081819,0.2365726758403759,0.02734595115530136,0.0005493085468585017,0.0001022762045847235,2.2619388951064803e-08,1.2425772089702086e-05,8.720219918082198e-09,0.23619473249782313,0.027184157611763852,0.0005406836935503256,0.00010036102843931794,2.1840253417522157e-08,1.2198511020380475e-05,8.340519013569328e-09,0.23595738237199942,0.027055801158843113,0.0005264365425294189,9.504594766572273e-05,1.9718810622468193e-08,1.1342476940646264e-05,7.948412391519266e-09,8.7914773555628,26.012330967729678,10.787182154371502,0.55069630803576,-0.9636682350128819,-2.781190569560204,-0.9342836895460349,10.449261065214074,39.267817941075506,17.86284066278686,0.9266796283677567,-3.5877065882785835,-4.9259368852602154,1.1589289058053802,8.791477355562797,26.012330967729678,10.787182154371509,0.550696308035761,-0.9636682350128833,-2.7811905695602084,-0.9342836895460397,10.364478322633822,37.87586842211383,17.95550560217897,0.9636992236319387,-3.562321611196111,-4.661598296833579,1.83850413692377,0.23608724226113703,0.027157067131617564,0.0005215557719850122,9.514850278413337e-05,1.969056771860273e-08,1.1384133314597139e-05,7.845427246959125e-09
device0-4.gif,82357,6,1,2462,82357,"(np.float64(254.29481404130797), np.float64(254.67438104836262))",1.0,-3.6076190571703874e-17,-3.2016416592701464e-17,-0.0006607939603707581,0.12332160504596981,0.12265994535205678,0.00024605332434979055,0.000248768541968935,2.7427302502072772e-05,-0.00014809105213391558,0.2459815503980266,2.1843881827989726e-06,1.3050863466735719e-06,8.492761022276855e-08,1.0664334704979578e-14,-2.9995398905926164e-11,-2.6186105432716618e-14,76732,"(np.float64(340.3614398165042), np.float64(262.57971902205077))",1.0,1.2845354202523898e-16,5.52838028969383e-17,-0.006336501077241374,0.14065204730349237,0.1038870315079056,-0.0031430350743378824,0.006350332965672749,0.0029621188555701123,-0.008824097191500561,0.245968969137507,2.1274213888319768e-06,1.2056099515690077e-06,8.13689316730522e-08,9.518740407506494e-15,-2.656615007858297e-11,-2.3641041252233374e-14,0.24598155039802658,2.1843881827990124e-06,1.305086346673534e-06,8.49276102227735e-08,1.0664334704981352e-14,-2.999539890592938e-11,-2.6186105432718114e-14,0.24599381724178554,2.310702019958865e-06,1.3946929992732008e-06,7.910642162814374e-08,1.897665890280867e-14,-5.27550360391306e-11,-1.817435485635627e-14,11.801463307110048,0.07422585924047236,1.9689077250111924,0.09233116428395675,-0.008742029337342668,0.001378287979208066,0.03838434321665442,11.715792844259342,0.09055311138770245,2.4367296256675566,0.1295538242409551,-0.011648736309450541,-0.0359626412754049,-0.07185310964759194,11.80146330711005,0.07422585924047263,1.9689077250112197,0.09233116428395662,-0.008742029337344245,0.0013782879792089775,0.03838434321665425,11.830521592815213,0.09111423965208135,2.4410438629721467,0.12961681502245484,-0.05108442489595689,-0.03907592617367251,-0.05201991176199757,0.24599830446853,2.2647020214861754e-06,1.278195413176264e-06,8.22688984617605e-08,1.3994467387868507e-14,-4.5314221198773366e-11,-2.2712703593362235e-14
watch-18.gif,17774,1,1,720,17774,"(np.float64(242.7809722065939), np.float64(155.11944413187803))",1.0,-6.90867741552149e-17,-2.3028924718404967e-17,0.001074548262474821,0.01797290427541363,0.42264183151803836,-0.005738096955923832,0.0011825168585924606,0.00013540581581801463,-0.03447165828647542,0.440614735793452,0.16376155929157024,0.001746472217524159,0.0011395570850170139,1.6034479529923991e-06,0.00043653975881425633,-1.1582485023803389e-07,16481,"(np.float64(331.66804198774344), np.float64(165.27358776773255))",1.0,2.0611682588098594e-16,-7.952369715950449e-17,0.002668654109899128,0.019933673498559255,0.3882831597011089,-0.005500707969270044,0.0020837831535656056,0.00013694017957323543,-0.04643437704619288,0.4394349456972999,0.1627705256812446,0.0017062284343745586,0.001122800500803065,1.5505993406094971e-06,0.00043159014618469784,-1.0390602877889081e-07,0.44061473579345195,0.1637615592915702,0.001746472217524159,0.0011395570850170139,1.6034479529923993e-06,0.0004365397588142563,-1.158248502380341e-07,0.44071747714932674,0.16386104108056684,0.0017258857384173949,0.0011186843060646936,1.5500756195552893e-06,0.0004275629796655183,-1.1608431320920977e-07,15.3325711564429,176.83792880451125,8.457410291002809,0.7047976945262187,-0.7478471998229351,-8.233250490706737,1.549733159066474,16.921679806678966,206.29827397332255,18.360340738645945,4.758386002832009,43.166026960396586,64.18893410343229,-10.71664615920141,15.332571156442901,176.83792880451128,8.457410291002827,0.7047976945262194,-0.7478471998229489,-8.233250490706771,1.5497331590664725,16.927405852438653,208.36625849035502,16.757205790107836,2.3747183468345447,9.204983297099382,16.586700284463248,-11.818463140113229,0.44054306571395385,0.16370711497321885,0.0017391607927429878,0.0011353888239302651,1.5913264602119786e-06,0.00043480015026428273,-1.148168505806003e-07
Glas-17.gif,45903,1,1,1094,45903,"(np.float64(126.2478051543472), np.float64(140.86663181055704))",1.0,1.4056660526238683e-17,9.469750249255533e-17,0.01511024846319123,0.2908081727027631,0.07296857050010984,-0.011995427338505275,0.004748471994620689,0.11434061505218718,-0.0029271773191960953,0.36377674320287295,0.0483673707222877,0.02289307394275601,0.010477854562443512,0.0001619828233994829,0.0022923127184122857,-9.789298583907191e-06,32437,"(np.float64(201.8471498597281), np.float64(147.16807966211425))",1.0,-3.689669771905594e-17,0.0,0.056931459127223166,0.3431858020208371,0.0588488127681441,-0.009200375732128055,0.0055536183513274,0.13669393201593802,-0.00845558088205281,0.2648496566493822,0.015076660285768926,0.016264184261107706,0.0041592241133661485,3.351862448966822e-05,0.0004384637258126704,-6.835677821125535e-06,0.2238457425197251,0.001458916692538395,0.009240183613771526,0.000806799619091301,2.1900689579305686e-06,2.7124661087716097e-05,-2.371355686547837e-07,0.3279477825589766,0.04083922475131542,0.030164703197232905,0.01320814802095225,0.000263490877785433,0.002668585339899868,8.886181756513536e-06,18.566483479570323,78.96264942556876,403.8678521060905,7.24146837933873,58.67940310255046,40.30785054327333,-387.1940535473848,20.150029597111164,96.8612576940236,1720.4664691832606,30.287692316700788,6885.754274028439,143.57739072105431,-623.0930557308616,15.849551350538489,9.784458393290883,1805.0714241230971,0.9838073263393631,-8.943661743379412,-3.0271782931694555,40.48219066478827,22.028367428242376,165.94750038503958,1885.1146289538033,14.26934214833651,2114.823389143416,-129.02888637404112,-1002.301733733422,0.36273866701700574,0.04783674532927068,0.023219651503221847,0.010502545922978319,0.00016371312313238944,0.002284886727174924,-9.859997976738539e-06
